sentence_id,word,tag
48,the,Determiner
48,destination,Noun
49,I,Pronoun_Subject
49,have,Auxiliary_verb
49,been,Auxiliary_verb
49,learning,Verb_ing
49,a,Determiner
49,lot,Noun
50,She,Pronoun_Subject
50,was,Auxiliary_verb
50,talking,Verb_ing
50,about,Preposition
50,her,Possessive_adjective
50,experiences,Noun_plural
51,He,Pronoun_Subject
51,will,Auxiliary_verb
51,have,Auxiliary_verb
51,been,Auxiliary_verb
51,teaching,Verb_ing
51,for,Preposition
51,five,Adjective
51,years,Noun_plural
52,I,Pronoun_Subject
52,am,Auxiliary_verb
52,writing,Verb_ing
52,a,Determiner
52,novel,Noun
53,They,Pronoun_Subject
53,have,Auxiliary_verb
53,completed,Verb_past_participle
53,their,Possessive_adjective
53,homework,Noun
54,She,Pronoun_Subject
54,will,Auxiliary_verb
54,travel,Verb
54,to,Preposition
54,Paris,Noun
55,We,Pronoun_Subject
55,were,Auxiliary_verb
55,playing,Verb_ing
55,soccer,Noun
56,He,Pronoun_Subject
56,has,Auxiliary_verb
56,been,Auxiliary_verb
56,practicing,Verb_ing
56,his,Possessive_adjective
56,speech,Noun
57,You,Pronoun_Subject
57,will,Auxiliary_verb
57,attend,Verb
57,the,Determiner
57,meeting,Noun
58,It,Pronoun_Subject
58,is,Auxiliary_verb
58,raining,Verb_ing
58,heavily,Adverb
59,We,Pronoun_Subject
59,have,Auxiliary_verb
59,been,Auxiliary_verb
59,preparing,Verb_ing
59,for,Preposition
59,the,Determiner
59,competition,Noun
60,She,Pronoun_Subject
60,had,Auxiliary_verb
60,visited,Verb_past_participle
60,her,Possessive_adjective
60,grandparents,Noun_plural
61,They,Pronoun_Subject
61,will,Auxiliary_verb
61,be,Auxiliary_verb
61,hosting,Verb_ing
61,a,Determiner
61,party,Noun
62,I,Pronoun_Subject
62,was,Auxiliary_verb
62,studying,Verb_ing
62,in,Preposition
62,the,Determiner
62,library,Noun
63,He,Pronoun_Subject
63,has,Auxiliary_verb
63,learned,Verb_past_participle
63,many,Adjective
63,skills,Noun_plural
64,She,Pronoun_Subject
64,will,Auxiliary_verb
64,have,Auxiliary_verb
64,finished,Verb_past_participle
64,her,Possessive_adjective
64,presentation,Noun
65,You,Pronoun_Subject
65,are,Auxiliary_verb
65,singing,Verb_ing
65,beautifully,Adverb
66,We,Pronoun_Subject
66,had,Auxiliary_verb
66,been,Auxiliary_verb
66,hiking,Verb_ing
66,in,Preposition
66,the,Determiner
66,mountains,Noun_plural
67,He,Pronoun_Subject
67,was,Auxiliary_verb
67,fixing,Verb_ing
67,the,Determiner
67,car,Noun
68,I,Pronoun_Subject
68,am,Auxiliary_verb
68,enjoying,Verb_ing
68,my,Possessive_adjective
68,time,Noun
69,They,Pronoun_Subject
69,have,Auxiliary_verb
69,been,Auxiliary_verb
69,creating,Verb_ing
69,innovative,Adjective
69,designs,Noun_plural
70,We,Pronoun_Subject
70,had,Auxiliary_verb
70,cooked,Verb_past_participle
70,a,Determiner
70,delicious,Adjective
70,meal,Noun
71,She,Pronoun_Subject
71,is,Auxiliary_verb
71,laughing,Verb_ing
71,at,Preposition
71,a,Determiner
71,joke,Noun
72,I,Pronoun_Subject
72,will,Auxiliary_verb
72,complete,Verb
72,the,Determiner
72,assignment,Noun
73,He,Pronoun_Subject
73,had,Auxiliary_verb
73,been,Auxiliary_verb
73,planning,Verb_ing
73,a,Determiner
73,trip,Noun
74,They,Pronoun_Subject
74,have,Auxiliary_verb
74,created,Verb_past_participle
74,an,Determiner
74,innovative,Adjective
74,solution,Noun
75,She,Pronoun_Subject
75,is,Auxiliary_verb
75,looking,Verb_ing
75,for,Preposition
75,her,Possessive_adjective
75,book,Noun
76,We,Pronoun_Subject
76,were,Auxiliary_verb
76,traveling,Verb_ing
76,to,Preposition
76,a,Determiner
76,conference,Noun
77,You,Pronoun_Subject
77,are,Auxiliary_verb
77,explaining,Verb_ing
77,the,Determiner
77,project,Noun
78,It,Pronoun_Subject
78,was,Auxiliary_verb
78,snowing,Verb_ing
78,heavily,Adverb
79,He,Pronoun_Subject
79,has,Auxiliary_verb
79,prepared,Verb_past_participle
79,his,Possessive_adjective
79,proposal,Noun
80,I,Pronoun_Subject
80,am,Auxiliary_verb
80,working,Verb_ing
80,on,Preposition
80,my,Possessive_adjective
80,thesis,Noun
81,They,Pronoun_Subject
81,will,Auxiliary_verb
81,be,Auxiliary_verb
81,attending,Verb_ing
81,the,Determiner
81,workshop,Noun
82,She,Pronoun_Subject
82,was,Auxiliary_verb
82,reading,Verb_ing
82,an,Determiner
82,interesting,Adjective
82,article,Noun
83,We,Pronoun_Subject
83,had,Auxiliary_verb
83,been,Auxiliary_verb
83,discussing,Verb_ing
83,a,Determiner
83,new,Adjective
83,strategy,Noun
84,He,Pronoun_Subject
84,will,Auxiliary_verb
84,finish,Verb
84,his,Possessive_adjective
84,work,Noun
85,I,Pronoun_Subject
85,am,Auxiliary_verb
85,running,Verb_ing
85,late,Adjective
86,They,Pronoun_Subject
86,have,Auxiliary_verb
86,been,Auxiliary_verb
86,working,Verb_ing
86,on,Preposition
86,their,Possessive_adjective
86,garden,Noun
87,She,Pronoun_Subject
87,is,Auxiliary_verb
87,preparing,Verb_ing
87,for,Preposition
87,the,Determiner
87,test,Noun
88,He,Pronoun_Subject
88,has,Auxiliary_verb
88,cleaned,Verb_past_participle
88,the,Determiner
88,room,Noun
89,I,Pronoun_Subject
89,will,Auxiliary_verb
89,attend,Verb
89,a,Determiner
89,seminar,Noun
90,They,Pronoun_Subject
90,were,Auxiliary_verb
90,walking,Verb_ing
90,by,Preposition
90,the,Determiner
90,river,Noun
91,She,Pronoun_Subject
91,had,Auxiliary_verb
91,been,Auxiliary_verb
91,hoping,Verb_ing
91,for,Preposition
91,better,Adjective
91,results,Noun_plural
92,We,Pronoun_Subject
92,have,Auxiliary_verb
92,completed,Verb_past_participle
92,our,Possessive_adjective
92,assignments,Noun_plural
93,He,Pronoun_Subject
93,was,Auxiliary_verb
93,listening,Verb_ing
93,to,Preposition
93,music,Noun
94,I,Pronoun_Subject
94,am,Auxiliary_verb
94,exploring,Verb_ing
94,the,Determiner
94,city,Noun
95,They,Pronoun_Subject
95,will,Auxiliary_verb
95,organize,Verb
95,a,Determiner
95,festival,Noun
96,She,Pronoun_Subject
96,has,Auxiliary_verb
96,been,Auxiliary_verb
96,designing,Verb_ing
96,beautiful,Adjective
96,posters,Noun_plural
97,He,Pronoun_Subject
97,will,Auxiliary_verb
97,have,Auxiliary_verb
97,finished,Verb_past_participle
97,his,Possessive_adjective
97,project,Noun
98,I,Pronoun_Subject
98,am,Auxiliary_verb
98,writing,Verb_ing
98,an,Determiner
98,essay,Noun
99,They,Pronoun_Subject
99,have,Auxiliary_verb
99,cooked,Verb_past_participle
99,delicious,Adjective
99,meals,Noun_plural
100,She,Pronoun_Subject
100,was,Auxiliary_verb
100,enjoying,Verb_ing
100,the,Determiner
100,moment,Noun
101,I,Pronoun_Subject
101,have,Auxiliary_verb
101,finished,Verb_past_participle
101,my,Possessive_adjective
101,homework,Noun
102,She,Pronoun_Subject
102,is,Auxiliary_verb
102,singing,Verb_ing
102,a,Determiner
102,beautiful,Adjective
102,song,Noun
103,We,Pronoun_Subject
103,had,Auxiliary_verb
103,been,Auxiliary_verb
103,discussing,Verb_ing
103,the,Determiner
103,problem,Noun
104,He,Pronoun_Subject
104,will,Auxiliary_verb
104,play,Verb
104,football,Noun
104,tomorrow,Adverb
105,They,Pronoun_Subject
105,were,Auxiliary_verb
105,walking,Verb_ing
105,in,Preposition
105,the,Determiner
105,park,Noun
106,I,Pronoun_Subject
106,will,Auxiliary_verb
106,write,Verb
106,an,Determiner
106,article,Noun
107,She,Pronoun_Subject
107,has,Auxiliary_verb
107,prepared,Verb_past_participle
107,her,Possessive_adjective
107,presentation,Noun
108,They,Pronoun_Subject
108,are,Auxiliary_verb
108,playing,Verb_ing
108,games,Noun_plural
109,He,Pronoun_Subject
109,had,Auxiliary_verb
109,forgotten,Verb_past_participle
109,the,Determiner
109,password,Noun
110,We,Pronoun_Subject
110,were,Auxiliary_verb
110,waiting,Verb_ing
110,for,Preposition
110,the,Determiner
110,bus,Noun
111,I,Pronoun_Subject
111,am,Auxiliary_verb
111,reading,Verb_ing
111,a,Determiner
111,book,Noun
112,They,Pronoun_Subject
112,have,Auxiliary_verb
112,completed,Verb_past_participle
112,their,Possessive_adjective
112,project,Noun
113,He,Pronoun_Subject
113,will,Auxiliary_verb
113,travel,Verb
113,to,Preposition
113,a,Determiner
113,new,Adjective
113,city,Noun
114,She,Pronoun_Subject
114,is,Auxiliary_verb
114,watching,Verb_ing
114,an,Determiner
114,interesting,Adjective
114,movie,Noun
115,We,Pronoun_Subject
115,are,Auxiliary_verb
115,working,Verb_ing
115,on,Preposition
115,a,Determiner
115,project,Noun
116,He,Pronoun_Subject
116,will,Auxiliary_verb
116,be,Auxiliary_verb
116,attending,Verb_ing
116,the,Determiner
116,meeting,Noun
117,I,Pronoun_Subject
117,have,Auxiliary_verb
117,been,Auxiliary_verb
117,preparing,Verb_ing
117,my,Possessive_adjective
117,speech,Noun
118,They,Pronoun_Subject
118,are,Auxiliary_verb
118,designing,Verb_ing
118,a,Determiner
118,poster,Noun
119,She,Pronoun_Subject
119,was,Auxiliary_verb
119,painting,Verb_ing
119,the,Determiner
119,wall,Noun
120,We,Pronoun_Subject
120,have,Auxiliary_verb
120,been,Auxiliary_verb
120,writing,Verb_ing
120,our,Possessive_adjective
120,assignments,Noun_plural
121,He,Pronoun_Subject
121,will,Auxiliary_verb
121,organize,Verb
121,a,Determiner
121,seminar,Noun
122,I,Pronoun_Subject
122,am,Auxiliary_verb
122,researching,Verb_ing
122,for,Preposition
122,my,Possessive_adjective
122,project,Noun
123,She,Pronoun_Subject
123,has,Auxiliary_verb
123,written,Verb_past_participle
123,an,Determiner
123,article,Noun
124,They,Pronoun_Subject
124,are,Auxiliary_verb
124,walking,Verb_ing
124,through,Preposition
124,the,Determiner
124,forest,Noun
125,He,Pronoun_Subject
125,is,Auxiliary_verb
125,exploring,Verb_ing
125,a,Determiner
125,new,Adjective
125,opportunity,Noun
126,We,Pronoun_Subject
126,have,Auxiliary_verb
126,bought,Verb_past_participle
126,some,Determiner
126,groceries,Noun_plural
127,I,Pronoun_Subject
127,will,Auxiliary_verb
127,complete,Verb
127,the,Determiner
127,task,Noun
127,soon,Adverb
128,She,Pronoun_Subject
128,is,Auxiliary_verb
128,enjoying,Verb_ing
128,her,Possessive_adjective
128,vacation,Noun
129,They,Pronoun_Subject
129,were,Auxiliary_verb
129,playing,Verb_ing
129,football,Noun
130,He,Pronoun_Subject
130,had,Auxiliary_verb
130,been,Auxiliary_verb
130,waiting,Verb_ing
130,for,Preposition
130,his,Possessive_adjective
130,turn,Noun
131,I,Pronoun_Subject
131,am,Auxiliary_verb
131,watching,Verb_ing
131,a,Determiner
131,funny,Adjective
131,movie,Noun
132,She,Pronoun_Subject
132,has,Auxiliary_verb
132,written,Verb_past_participle
132,her,Possessive_adjective
132,thesis,Noun
133,They,Pronoun_Subject
133,will,Auxiliary_verb
133,organize,Verb
133,the,Determiner
133,meeting,Noun
134,He,Pronoun_Subject
134,was,Auxiliary_verb
134,preparing,Verb_ing
134,a,Determiner
134,delicious,Adjective
134,meal,Noun
135,I,Pronoun_Subject
135,have,Auxiliary_verb
135,been,Auxiliary_verb
135,studying,Verb_ing
135,for,Preposition
135,my,Possessive_adjective
135,exam,Noun
136,She,Pronoun_Subject
136,is,Auxiliary_verb
136,exploring,Verb_ing
136,new,Adjective
136,ideas,Noun_plural
137,We,Pronoun_Subject
137,are,Auxiliary_verb
137,building,Verb_ing
137,a,Determiner
137,house,Noun
138,He,Pronoun_Subject
138,will,Auxiliary_verb
138,read,Verb
138,an,Determiner
138,inspiring,Adjective
138,story,Noun
139,They,Pronoun_Subject
139,have,Auxiliary_verb
139,been,Auxiliary_verb
139,learning,Verb_ing
139,English,Noun
140,I,Pronoun_Subject
140,was,Auxiliary_verb
140,painting,Verb_ing
140,my,Possessive_adjective
140,room,Noun
141,She,Pronoun_Subject
141,had,Auxiliary_verb
141,been,Auxiliary_verb
141,practicing,Verb_ing
141,for,Preposition
141,her,Possessive_adjective
141,performance,Noun
142,She,Pronoun_Subject
142,is,Auxiliary_verb
142,looking,Verb_ing
142,at,Preposition
142,the,Determiner
142,painting,Noun
143,We,Pronoun_Subject
143,will,Auxiliary_verb
143,join,Verb
143,their,Possessive_adjective
143,meeting,Noun
144,I,Pronoun_Subject
144,am,Auxiliary_verb
144,studying,Verb_ing
144,hard,Adverb
144,for,Preposition
144,the,Determiner
144,exam,Noun
145,He,Pronoun_Subject
145,was,Auxiliary_verb
145,driving,Verb_ing
145,too,Adverb
145,fast,Adjective
145,yesterday,Adverb
146,They,Pronoun_Subject
146,have,Auxiliary_verb
146,been,Auxiliary_verb
146,working,Verb_ing
146,on,Preposition
146,a,Determiner
146,big,Adjective
146,project,Noun
147,The,Determiner
147,students,Noun_plural
147,are,Auxiliary_verb
147,waiting,Verb_ing
147,for,Preposition
147,the,Determiner
147,bus,Noun
148,She,Pronoun_Subject
148,wrote,Verb_past
148,an,Determiner
148,excellent,Adjective
148,essay,Noun
149,I,Pronoun_Subject
149,have,Auxiliary_verb
149,traveled,Verb_past_participle
149,to,Preposition
149,many,Adjective
149,countries,Noun_plural
150,He,Pronoun_Subject
150,is,Auxiliary_verb
150,preparing,Verb_ing
150,dinner,Noun
150,for,Preposition
150,the,Determiner
150,guests,Noun_plural
151,We,Pronoun_Subject
151,are,Auxiliary_verb
151,planning,Verb_ing
151,to,Preposition
151,visit,Verb
151,their,Possessive_adjective
151,new,Adjective
151,house,Noun
152,They,Pronoun_Subject
152,were,Auxiliary_verb
152,discussing,Verb_ing
152,the,Determiner
152,project,Noun
152,yesterday,Adverb
153,I,Pronoun_Subject
153,will,Auxiliary_verb
153,attend,Verb
153,the,Determiner
153,conference,Noun
153,tomorrow,Adverb
154,She,Pronoun_Subject
154,is,Auxiliary_verb
154,always,Adverb
154,kind,Adjective
154,to,Preposition
154,others,Noun_plural
155,The,Determiner
155,dog,Noun
155,was,Auxiliary_verb
155,barking,Verb_ing
155,at,Preposition
155,strangers,Noun_plural
156,He,Pronoun_Subject
156,has,Auxiliary_verb
156,completed,Verb_past_participle
156,the,Determiner
156,assignment,Noun
157,You,Pronoun_Subject
157,should,Auxiliary_verb
157,respect,Verb
157,your,Possessive_adjective
157,parents,Noun_plural
158,We,Pronoun_Subject
158,were,Auxiliary_verb
158,walking,Verb_ing
158,in,Preposition
158,the,Determiner
158,park,Noun
159,The,Determiner
159,kids,Noun_plural
159,are,Auxiliary_verb
159,playing,Verb_ing
159,happily,Adverb
160,He,Pronoun_Subject
160,bought,Verb_past
160,an,Determiner
160,expensive,Adjective
160,watch,Noun
161,She,Pronoun_Subject
161,is,Auxiliary_verb
161,reading,Verb_ing
161,her,Possessive_adjective
161,favorite,Adjective
161,book,Noun
162,They,Pronoun_Subject
162,will,Auxiliary_verb
162,help,Verb
162,us,Pronoun_object
162,tomorrow,Adverb
163,I,Pronoun_Subject
163,have,Auxiliary_verb
163,seen,Verb_past_participle
163,this,Determiner
163,movie,Noun
163,before,Adverb
164,The,Determiner
164,children,Noun_plural
164,are,Auxiliary_verb
164,singing,Verb_ing
164,a,Determiner
164,song,Noun
165,He,Pronoun_Subject
165,was,Auxiliary_verb
165,painting,Verb_ing
165,the,Determiner
165,wall,Noun
166,You,Pronoun_Subject
166,must,Auxiliary_verb
166,follow,Verb
166,these,Determiner
166,rules,Noun_plural
167,I,Pronoun_Subject
167,am,Auxiliary_verb
167,learning,Verb_ing
167,new,Adjective
167,skills,Noun_plural
168,She,Pronoun_Subject
168,danced,Verb_past
168,gracefully,Adverb
169,He,Pronoun_Subject
169,is,Auxiliary_verb
169,teaching,Verb_ing
169,us,Pronoun_object
169,English,Noun
170,We,Pronoun_Subject
170,were,Auxiliary_verb
170,waiting,Verb_ing
170,for,Preposition
170,the,Determiner
170,train,Noun
171,They,Pronoun_Subject
171,are,Auxiliary_verb
171,watching,Verb_ing
171,their,Possessive_adjective
171,favorite,Adjective
171,show,Noun
172,He,Pronoun_Subject
172,was,Auxiliary_verb
172,talking,Verb_ing
172,about,Preposition
172,his,Possessive_adjective
172,experiences,Noun_plural
173,I,Pronoun_Subject
173,am,Auxiliary_verb
173,feeling,Verb_ing
173,tired,Adjective
174,She,Pronoun_Subject
174,has,Auxiliary_verb
174,written,Verb_past_participle
174,an,Determiner
174,amazing,Adjective
174,story,Noun
175,We,Pronoun_Subject
175,were,Auxiliary_verb
175,traveling,Verb_ing
175,by,Preposition
175,train,Noun
176,You,Pronoun_Subject
176,should,Auxiliary_verb
176,complete,Verb
176,the,Determiner
176,task,Noun
176,soon,Adverb
177,He,Pronoun_Subject
177,will,Auxiliary_verb
177,explain,Verb
177,everything,Noun
177,clearly,Adverb
178,They,Pronoun_Subject
178,have,Auxiliary_verb
178,been,Auxiliary_verb
178,working,Verb_ing
178,on,Preposition
178,the,Determiner
178,project,Noun
179,She,Pronoun_Subject
179,is,Auxiliary_verb
179,singing,Verb_ing
179,beautifully,Adverb
180,The,Determiner
180,cat,Noun
180,was,Auxiliary_verb
180,chasing,Verb_ing
180,a,Determiner
180,mouse,Noun
181,We,Pronoun_Subject
181,are,Auxiliary_verb
181,discussing,Verb_ing
181,an,Determiner
181,interesting,Adjective
181,topic,Noun
182,He,Pronoun_Subject
182,has,Auxiliary_verb
182,fixed,Verb_past_participle
182,the,Determiner
182,broken,Adjective
182,chair,Noun
183,I,Pronoun_Subject
183,will,Auxiliary_verb
183,read,Verb
183,your,Possessive_adjective
183,essay,Noun
184,She,Pronoun_Subject
184,is,Auxiliary_verb
184,very,Adverb
184,polite,Adjective
185,The,Determiner
185,children,Noun_plural
185,are,Auxiliary_verb
185,enjoying,Verb_ing
185,the,Determiner
185,party,Noun
186,You,Pronoun_Subject
186,must,Auxiliary_verb
186,write,Verb
186,a,Determiner
186,letter,Noun
187,They,Pronoun_Subject
187,are,Auxiliary_verb
187,building,Verb_ing
187,a,Determiner
187,house,Noun
188,We,Pronoun_Subject
188,have,Auxiliary_verb
188,watched,Verb_past_participle
188,this,Determiner
188,movie,Noun
188,together,Adverb
189,He,Pronoun_Subject
189,is,Auxiliary_verb
189,always,Adverb
189,helpful,Adjective
190,I,Pronoun_Subject
190,am,Auxiliary_verb
190,thinking,Verb_ing
190,about,Preposition
190,my,Possessive_adjective
190,future,Noun
191,She,Pronoun_Subject
191,has,Auxiliary_verb
191,been,Auxiliary_verb
191,learning,Verb_ing
191,English,Noun
191,diligently,Adverb
192,They,Pronoun_Subject
192,are,Auxiliary_verb
192,preparing,Verb_ing
192,for,Preposition
192,the,Determiner
192,exam,Noun
193,He,Pronoun_Subject
193,had,Auxiliary_verb
193,already,Adverb
193,eaten,Verb_past_participle
193,breakfast,Noun
194,I,Pronoun_Subject
194,will,Auxiliary_verb
194,finish,Verb
194,this,Determiner
194,assignment,Noun
194,tomorrow,Adverb
195,She,Pronoun_Subject
195,is,Auxiliary_verb
195,baking,Verb_ing
195,a,Determiner
195,delicious,Adjective
195,cake,Noun
196,We,Pronoun_Subject
196,were,Auxiliary_verb
196,discussing,Verb_ing
196,a,Determiner
196,complex,Adjective
196,problem,Noun
197,You,Pronoun_Subject
197,must,Auxiliary_verb
197,study,Verb
197,for,Preposition
197,your,Possessive_adjective
197,exams,Noun_plural
198,They,Pronoun_Subject
198,were,Auxiliary_verb
198,helping,Verb_ing
198,each,Determiner
198,other,Pronoun_object
198,yesterday,Adverb
199,He,Pronoun_Subject
199,is,Auxiliary_verb
199,driving,Verb_ing
199,his,Possessive_adjective
199,new,Adjective
199,car,Noun
200,I,Pronoun_Subject
200,have,Auxiliary_verb
200,completed,Verb_past_participle
200,my,Possessive_adjective
200,homework,Noun
201,She,Pronoun_Subject
201,was,Auxiliary_verb
201,watching,Verb_ing
201,a,Determiner
201,documentary,Noun
201,last,Adjective
201,night,Noun
202,We,Pronoun_Subject
202,have,Auxiliary_verb
202,been,Auxiliary_verb
202,working,Verb_ing
202,on,Preposition
202,this,Determiner
202,project,Noun
202,for,Preposition
202,weeks,Noun_plural
203,They,Pronoun_Subject
203,had,Auxiliary_verb
203,left,Verb_past_participle
203,before,Preposition
203,the,Determiner
203,meeting,Noun
204,I,Pronoun_Subject
204,am,Auxiliary_verb
204,reading,Verb_ing
204,an,Determiner
204,interesting,Adjective
204,book,Noun
205,He,Pronoun_Subject
205,has,Auxiliary_verb
205,been,Auxiliary_verb
205,jogging,Verb_ing
205,every,Determiner
205,morning,Noun
206,She,Pronoun_Subject
206,cooked,Verb_past
206,a,Determiner
206,delicious,Adjective
206,meal,Noun
207,They,Pronoun_Subject
207,were,Auxiliary_verb
207,planning,Verb_ing
207,a,Determiner
207,surprise,Noun
208,He,Pronoun_Subject
208,will,Auxiliary_verb
208,play,Verb
208,the,Determiner
208,piano,Noun
208,tomorrow,Adverb
209,We,Pronoun_Subject
209,are,Auxiliary_verb
209,discussing,Verb_ing
209,the,Determiner
209,new,Adjective
209,policy,Noun
210,I,Pronoun_Subject
210,had,Auxiliary_verb
210,seen,Verb_past_participle
210,the,Determiner
210,movie,Noun
210,before,Adverb
